"Temps","Destinació principal","País de residència",Mètriques,Valors,estatus,Dada provisional,
"08/2018","Catalunya","Estats Units","Turistes (milers)","103.7","",""
"08/2018","Catalunya","Resta d'Amèrica","Turistes (milers)","95.8","",""
"08/2018","Catalunya","Resta del món","Turistes (milers)","179.2","",""
"08/2018","Catalunya","Total","Turistes (milers)","2433.3","",""
"07/2018","Catalunya","Alemanya","Turistes (milers)","175.1","",""
"07/2018","Catalunya","Bèlgica","Turistes (milers)","68","",""
"07/2018","Catalunya","França","Turistes (milers)","527.7","",""
"07/2018","Catalunya","Irlanda","Turistes (milers)","53.4","",""
"07/2018","Catalunya","Itàlia","Turistes (milers)","114.4","",""
"07/2018","Catalunya","Països Baixos","Turistes (milers)","152.5","",""
"07/2018","Catalunya","Països nòrdics","Turistes (milers)","135","",""
"07/2018","Catalunya","Portugal","Turistes (milers)","28.4","",""
"07/2018","Catalunya","Regne Unit","Turistes (milers)","227.9","",""
"07/2018","Catalunya","Rússia","Turistes (milers)","118.7","",""
"07/2018","Catalunya","Suïssa","Turistes (milers)","35.9","",""
"07/2018","Catalunya","Resta d'Europa","Turistes (milers)","230.1","",""
"07/2018","Catalunya","Estats Units","Turistes (milers)","175.3","",""
"07/2018","Catalunya","Resta d'Amèrica","Turistes (milers)","118.8","",""
"07/2018","Catalunya","Resta del món","Turistes (milers)","266.6","",""
"07/2018","Catalunya","Total","Turistes (milers)","2427.8","",""
"06/2018","Catalunya","Alemanya","Turistes (milers)","139.5","",""
"06/2018","Catalunya","Bèlgica","Turistes (milers)","37","",""
"06/2018","Catalunya","França","Turistes (milers)","316.3","",""
"06/2018","Catalunya","Irlanda","Turistes (milers)","47.7","",""
"06/2018","Catalunya","Itàlia","Turistes (milers)","101","",""
"06/2018","Catalunya","Països Baixos","Turistes (milers)","65.9","",""
"06/2018","Catalunya","Països nòrdics","Turistes (milers)","108.2","",""
"06/2018","Catalunya","Portugal","Turistes (milers)","19.7","",""
"06/2018","Catalunya","Regne Unit","Turistes (milers)","282","",""
"06/2018","Catalunya","Rússia","Turistes (milers)","115.9","",""
"06/2018","Catalunya","Suïssa","Turistes (milers)","19.8","",""
"06/2018","Catalunya","Resta d'Europa","Turistes (milers)","272.2","",""
"06/2018","Catalunya","Estats Units","Turistes (milers)","217","",""
"06/2018","Catalunya","Resta d'Amèrica","Turistes (milers)","100.7","",""
"06/2018","Catalunya","Resta del món","Turistes (milers)","261.3","",""
"06/2018","Catalunya","Total","Turistes (milers)","2104.4","",""
"05/2018","Catalunya","Alemanya","Turistes (milers)","154.1","",""
"05/2018","Catalunya","Bèlgica","Turistes (milers)","31.1","",""
"05/2018","Catalunya","França","Turistes (milers)","444.3","",""
"05/2018","Catalunya","Irlanda","Turistes (milers)","30.2","",""
"05/2018","Catalunya","Itàlia","Turistes (milers)","77.8","",""
"05/2018","Catalunya","Països Baixos","Turistes (milers)","65.8","",""
"05/2018","Catalunya","Països nòrdics","Turistes (milers)","84.7","",""
"05/2018","Catalunya","Portugal","Turistes (milers)","16.4","",""
"05/2018","Catalunya","Regne Unit","Turistes (milers)","211.1","",""
"05/2018","Catalunya","Rússia","Turistes (milers)","53.9","",""
"05/2018","Catalunya","Suïssa","Turistes (milers)","22.5","",""
"05/2018","Catalunya","Resta d'Europa","Turistes (milers)","226.8","",""
"05/2018","Catalunya","Estats Units","Turistes (milers)","160.9","",""
"05/2018","Catalunya","Resta d'Amèrica","Turistes (milers)","114.4","",""
"05/2018","Catalunya","Resta del món","Turistes (milers)","191.3","",""
"05/2018","Catalunya","Total","Turistes (milers)","1885.4","",""
"04/2018","Catalunya","Alemanya","Turistes (milers)","94.4","",""
"04/2018","Catalunya","Bèlgica","Turistes (milers)","38.8","",""
"04/2018","Catalunya","França","Turistes (milers)","405.9","",""
"04/2018","Catalunya","Irlanda","Turistes (milers)","19.4","",""
"04/2018","Catalunya","Itàlia","Turistes (milers)","115.5","",""
"04/2018","Catalunya","Països Baixos","Turistes (milers)","55.6","",""
"04/2018","Catalunya","Països nòrdics","Turistes (milers)","46.9","",""
"04/2018","Catalunya","Portugal","Turistes (milers)","13.9","",""
"04/2018","Catalunya","Regne Unit","Turistes (milers)","158.6","",""
"04/2018","Catalunya","Rússia","Turistes (milers)","40.9","",""
"04/2018","Catalunya","Suïssa","Turistes (milers)","12.5","",""
"04/2018","Catalunya","Resta d'Europa","Turistes (milers)","191.1","",""
"04/2018","Catalunya","Estats Units","Turistes (milers)","111.7","",""
"04/2018","Catalunya","Resta d'Amèrica","Turistes (milers)","92.4","",""
"04/2018","Catalunya","Resta del món","Turistes (milers)","173.5","",""
"04/2018","Catalunya","Total","Turistes (milers)","1570.9","",""
"03/2018","Catalunya","Alemanya","Turistes (milers)","122.4","",""
"03/2018","Catalunya","Bèlgica","Turistes (milers)","28","",""
"03/2018","Catalunya","França","Turistes (milers)","261.7","",""
"03/2018","Catalunya","Irlanda","Turistes (milers)","10.7","(*)",""
"03/2018","Catalunya","Itàlia","Turistes (milers)","79.2","",""
"03/2018","Catalunya","Països Baixos","Turistes (milers)","32.4","",""
"03/2018","Catalunya","Països nòrdics","Turistes (milers)","48","",""
"03/2018","Catalunya","Portugal","Turistes (milers)","9.3","(*)",""
"03/2018","Catalunya","Regne Unit","Turistes (milers)","138.3","",""
"03/2018","Catalunya","Rússia","Turistes (milers)","30.5","",""
"03/2018","Catalunya","Suïssa","Turistes (milers)","20.3","",""
"03/2018","Catalunya","Resta d'Europa","Turistes (milers)","141.5","",""
"03/2018","Catalunya","Estats Units","Turistes (milers)","79.4","",""
"03/2018","Catalunya","Resta d'Amèrica","Turistes (milers)","63.5","",""
"03/2018","Catalunya","Resta del món","Turistes (milers)","152","",""
"03/2018","Catalunya","Total","Turistes (milers)","1217.3","",""
"02/2018","Catalunya","Alemanya","Turistes (milers)","85.7","",""
"02/2018","Catalunya","Bèlgica","Turistes (milers)","20.2","",""
"02/2018","Catalunya","França","Turistes (milers)","218.4","",""
"02/2018","Catalunya","Irlanda","Turistes (milers)","11.7","",""
"02/2018","Catalunya","Itàlia","Turistes (milers)","66.7","",""
"02/2018","Catalunya","Països Baixos","Turistes (milers)","29.9","",""
"02/2018","Catalunya","Països nòrdics","Turistes (milers)","28.1","",""
"02/2018","Catalunya","Portugal","Turistes (milers)","17.2","",""
"02/2018","Catalunya","Regne Unit","Turistes (milers)","97.8","",""
"02/2018","Catalunya","Rússia","Turistes (milers)","21.7","",""
"02/2018","Catalunya","Suïssa","Turistes (milers)","19.1","",""
"02/2018","Catalunya","Resta d'Europa","Turistes (milers)","124","",""
"02/2018","Catalunya","Estats Units","Turistes (milers)","44","",""
"02/2018","Catalunya","Resta d'Amèrica","Turistes (milers)","86.1","",""
"02/2018","Catalunya","Resta del món","Turistes (milers)","145.1","",""
"02/2018","Catalunya","Total","Turistes (milers)","1015.8","",""
"01/2018","Catalunya","Alemanya","Turistes (milers)","40.6","",""
"01/2018","Catalunya","Bèlgica","Turistes (milers)","17.8","",""
"01/2018","Catalunya","França","Turistes (milers)","179.8","",""
"01/2018","Catalunya","Irlanda","Turistes (milers)","8.8","(*)",""
"01/2018","Catalunya","Itàlia","Turistes (milers)","93.9","",""
"01/2018","Catalunya","Països Baixos","Turistes (milers)","29.7","",""
"01/2018","Catalunya","Països nòrdics","Turistes (milers)","17.7","",""
"01/2018","Catalunya","Portugal","Turistes (milers)","6.5","(*)",""
"01/2018","Catalunya","Regne Unit","Turistes (milers)","74.4","",""
"01/2018","Catalunya","Rússia","Turistes (milers)","26.3","",""
"01/2018","Catalunya","Suïssa","Turistes (milers)","22.3","",""
"01/2018","Catalunya","Resta d'Europa","Turistes (milers)","103.1","",""
"01/2018","Catalunya","Estats Units","Turistes (milers)","54.7","",""
"01/2018","Catalunya","Resta d'Amèrica","Turistes (milers)","70.1","",""
"01/2018","Catalunya","Resta del món","Turistes (milers)","119.1","",""
"01/2018","Catalunya","Total","Turistes (milers)","864.8","",""
"12/2017","Catalunya","Alemanya","Turistes (milers)","50.5","",""
"12/2017","Catalunya","Bèlgica","Turistes (milers)","16.5","",""
"12/2017","Catalunya","França","Turistes (milers)","176.4","",""
"12/2017","Catalunya","Irlanda","Turistes (milers)","11","",""
"12/2017","Catalunya","Itàlia","Turistes (milers)","82.7","",""
"12/2017","Catalunya","Països Baixos","Turistes (milers)","19.6","",""
"12/2017","Catalunya","Països nòrdics","Turistes (milers)","25.5","",""
"12/2017","Catalunya","Portugal","Turistes (milers)","12.1","",""
"12/2017","Catalunya","Regne Unit","Turistes (milers)","65.8","",""
"12/2017","Catalunya","Rússia","Turistes (milers)","26.7","",""
"12/2017","Catalunya","Suïssa","Turistes (milers)","30","",""
"12/2017","Catalunya","Resta d'Europa","Turistes (milers)","65.3","",""
"12/2017","Catalunya","Estats Units","Turistes (milers)","57.5","",""
"12/2017","Catalunya","Resta d'Amèrica","Turistes (milers)","62.9","",""
"12/2017","Catalunya","Resta del món","Turistes (milers)","120.3","",""
"12/2017","Catalunya","Total","Turistes (milers)","822.8","",""
"11/2017","Catalunya","Alemanya","Turistes (milers)","77.7","",""
"11/2017","Catalunya","Bèlgica","Turistes (milers)","20.3","",""
"11/2017","Catalunya","França","Turistes (milers)","219.5","",""
"11/2017","Catalunya","Irlanda","Turistes (milers)","10.3","",""
"11/2017","Catalunya","Itàlia","Turistes (milers)","71.3","",""
"11/2017","Catalunya","Països Baixos","Turistes (milers)","22.7","",""
"11/2017","Catalunya","Països nòrdics","Turistes (milers)","31.3","",""
"11/2017","Catalunya","Portugal","Turistes (milers)","7.3","(*)",""
"11/2017","Catalunya","Regne Unit","Turistes (milers)","92.5","",""
"11/2017","Catalunya","Rússia","Turistes (milers)","23.8","",""
"11/2017","Catalunya","Suïssa","Turistes (milers)","25.8","",""
"11/2017","Catalunya","Resta d'Europa","Turistes (milers)","139.3","",""
"11/2017","Catalunya","Estats Units","Turistes (milers)","57","",""
"11/2017","Catalunya","Resta d'Amèrica","Turistes (milers)","69.1","",""
"11/2017","Catalunya","Resta del món","Turistes (milers)","113.5","",""
"11/2017","Catalunya","Total","Turistes (milers)","981.5","",""
"10/2017","Catalunya","Alemanya","Turistes (milers)","123.6","",""
"10/2017","Catalunya","Bèlgica","Turistes (milers)","32.4","",""
"10/2017","Catalunya","França","Turistes (milers)","296.8","",""
"10/2017","Catalunya","Irlanda","Turistes (milers)","21.1","",""
"10/2017","Catalunya","Itàlia","Turistes (milers)","83.7","",""
"10/2017","Catalunya","Països Baixos","Turistes (milers)","64.5","",""
"10/2017","Catalunya","Països nòrdics","Turistes (milers)","76.2","",""
"10/2017","Catalunya","Portugal","Turistes (milers)","9.7","",""
"10/2017","Catalunya","Regne Unit","Turistes (milers)","159.9","",""
"10/2017","Catalunya","Rússia","Turistes (milers)","35.5","",""
"10/2017","Catalunya","Suïssa","Turistes (milers)","51.8","",""
"10/2017","Catalunya","Resta d'Europa","Turistes (milers)","172.9","",""
"10/2017","Catalunya","Estats Units","Turistes (milers)","87.1","",""
"10/2017","Catalunya","Resta d'Amèrica","Turistes (milers)","109","",""
"10/2017","Catalunya","Resta del món","Turistes (milers)","172.8","",""
"10/2017","Catalunya","Total","Turistes (milers)","1497","",""
"09/2017","Catalunya","Alemanya","Turistes (milers)","210.7","",""
"09/2017","Catalunya","Bèlgica","Turistes (milers)","56.1","",""
"09/2017","Catalunya","França","Turistes (milers)","355.1","",""
"09/2017","Catalunya","Irlanda","Turistes (milers)","27.4","",""
"09/2017","Catalunya","Itàlia","Turistes (milers)","105.2","",""
"09/2017","Catalunya","Països Baixos","Turistes (milers)","72.6","",""
"09/2017","Catalunya","Països nòrdics","Turistes (milers)","75.6","",""
"09/2017","Catalunya","Portugal","Turistes (milers)","19.4","",""
"09/2017","Catalunya","Regne Unit","Turistes (milers)","250.2","",""
"09/2017","Catalunya","Rússia","Turistes (milers)","102.5","",""
"09/2017","Catalunya","Suïssa","Turistes (milers)","47.9","",""
"09/2017","Catalunya","Resta d'Europa","Turistes (milers)","187","",""
"09/2017","Catalunya","Estats Units","Turistes (milers)","168.7","",""
"09/2017","Catalunya","Resta d'Amèrica","Turistes (milers)","131.3","",""
"09/2017","Catalunya","Resta del món","Turistes (milers)","190","",""
"09/2017","Catalunya","Total","Turistes (milers)","1999.7","",""
"08/2017","Catalunya","Alemanya","Turistes (milers)","196.6","",""
"08/2017","Catalunya","Bèlgica","Turistes (milers)","56.4","",""
"08/2017","Catalunya","França","Turistes (milers)","749","",""
"08/2017","Catalunya","Irlanda","Turistes (milers)","36.1","",""
"08/2017","Catalunya","Itàlia","Turistes (milers)","139.3","",""
"08/2017","Catalunya","Països Baixos","Turistes (milers)","155.6","",""
"08/2017","Catalunya","Països nòrdics","Turistes (milers)","87.6","",""
"08/2017","Catalunya","Portugal","Turistes (milers)","28.2","",""
"08/2017","Catalunya","Regne Unit","Turistes (milers)","339","",""
"08/2017","Catalunya","Rússia","Turistes (milers)","115.3","",""
"08/2017","Catalunya","Suïssa","Turistes (milers)","16.8","",""
"08/2017","Catalunya","Resta d'Europa","Turistes (milers)","237.8","",""
"08/2017","Catalunya","Estats Units","Turistes (milers)","96.7","",""
"08/2017","Catalunya","Resta d'Amèrica","Turistes (milers)","97.6","",""
"08/2017","Catalunya","Resta del món","Turistes (milers)","215.7","",""
"08/2017","Catalunya","Total","Turistes (milers)","2567.6","",""
"07/2017","Catalunya","Alemanya","Turistes (milers)","188.5","",""
"07/2017","Catalunya","Bèlgica","Turistes (milers)","85.8","",""
"07/2017","Catalunya","França","Turistes (milers)","596","",""
"07/2017","Catalunya","Irlanda","Turistes (milers)","49.5","",""
"07/2017","Catalunya","Itàlia","Turistes (milers)","136","",""
"07/2017","Catalunya","Països Baixos","Turistes (milers)","183.3","",""
"07/2017","Catalunya","Països nòrdics","Turistes (milers)","134.1","",""
"07/2017","Catalunya","Portugal","Turistes (milers)","12.1","(*)",""
"07/2017","Catalunya","Regne Unit","Turistes (milers)","260.6","",""
"07/2017","Catalunya","Rússia","Turistes (milers)","117.1","",""
"07/2017","Catalunya","Suïssa","Turistes (milers)","46.4","",""
"07/2017","Catalunya","Resta d'Europa","Turistes (milers)","255.3","",""
"07/2017","Catalunya","Estats Units","Turistes (milers)","144.4","",""
"07/2017","Catalunya","Resta d'Amèrica","Turistes (milers)","106.8","",""
"07/2017","Catalunya","Resta del món","Turistes (milers)","241.2","",""
"07/2017","Catalunya","Total","Turistes (milers)","2557.1","",""
"06/2017","Catalunya","Alemanya","Turistes (milers)","164.5","",""
"06/2017","Catalunya","Bèlgica","Turistes (milers)","38.1","",""
"06/2017","Catalunya","França","Turistes (milers)","353.6","",""
"06/2017","Catalunya","Irlanda","Turistes (milers)","50.3","",""
"06/2017","Catalunya","Itàlia","Turistes (milers)","96.9","",""
"06/2017","Catalunya","Països Baixos","Turistes (milers)","74.2","",""
"06/2017","Catalunya","Països nòrdics","Turistes (milers)","100.3","",""
"06/2017","Catalunya","Portugal","Turistes (milers)","28.9","",""
"06/2017","Catalunya","Regne Unit","Turistes (milers)","287.4","",""
"06/2017","Catalunya","Rússia","Turistes (milers)","101.1","",""
"06/2017","Catalunya","Suïssa","Turistes (milers)","32.1","",""
"06/2017","Catalunya","Resta d'Europa","Turistes (milers)","194.8","",""
"06/2017","Catalunya","Estats Units","Turistes (milers)","161.6","",""
"06/2017","Catalunya","Resta d'Amèrica","Turistes (milers)","114.1","",""
"06/2017","Catalunya","Resta del món","Turistes (milers)","228.4","",""
"06/2017","Catalunya","Total","Turistes (milers)","2026.4","",""
"05/2017","Catalunya","Alemanya","Turistes (milers)","146.4","",""
"05/2017","Catalunya","Bèlgica","Turistes (milers)","37.9","",""
"05/2017","Catalunya","França","Turistes (milers)","481.6","",""
"05/2017","Catalunya","Irlanda","Turistes (milers)","58.6","",""
"05/2017","Catalunya","Itàlia","Turistes (milers)","113.3","",""
"05/2017","Catalunya","Països Baixos","Turistes (milers)","76.4","",""
"05/2017","Catalunya","Països nòrdics","Turistes (milers)","76.6","",""
"05/2017","Catalunya","Portugal","Turistes (milers)","8","(*)",""
"05/2017","Catalunya","Regne Unit","Turistes (milers)","247.4","",""
"05/2017","Catalunya","Rússia","Turistes (milers)","54.4","",""
"05/2017","Catalunya","Suïssa","Turistes (milers)","24.5","",""
"05/2017","Catalunya","Resta d'Europa","Turistes (milers)","161.7","",""
"05/2017","Catalunya","Estats Units","Turistes (milers)","124.7","",""
"05/2017","Catalunya","Resta d'Amèrica","Turistes (milers)","99.9","",""
"05/2017","Catalunya","Resta del món","Turistes (milers)","209.7","",""
"05/2017","Catalunya","Total","Turistes (milers)","1920.9","",""
"04/2017","Catalunya","Alemanya","Turistes (milers)","152.1","",""
"04/2017","Catalunya","Bèlgica","Turistes (milers)","46.6","",""
"04/2017","Catalunya","França","Turistes (milers)","530.2","",""
"04/2017","Catalunya","Irlanda","Turistes (milers)","25.8","",""
"04/2017","Catalunya","Itàlia","Turistes (milers)","134.4","",""
"04/2017","Catalunya","Països Baixos","Turistes (milers)","43.8","",""
"04/2017","Catalunya","Països nòrdics","Turistes (milers)","84.5","",""
"04/2017","Catalunya","Portugal","Turistes (milers)","18.6","",""
"04/2017","Catalunya","Regne Unit","Turistes (milers)","157.3","",""
"04/2017","Catalunya","Rússia","Turistes (milers)","42.4","",""
"04/2017","Catalunya","Suïssa","Turistes (milers)","55.1","",""
"04/2017","Catalunya","Resta d'Europa","Turistes (milers)","125.7","",""
"04/2017","Catalunya","Estats Units","Turistes (milers)","71.8","",""
"04/2017","Catalunya","Resta d'Amèrica","Turistes (milers)","85.2","",""
"04/2017","Catalunya","Resta del món","Turistes (milers)","181.5","",""
"04/2017","Catalunya","Total","Turistes (milers)","1755","",""
"03/2017","Catalunya","Alemanya","Turistes (milers)","93.6","",""
"03/2017","Catalunya","Bèlgica","Turistes (milers)","19.5","",""
"03/2017","Catalunya","França","Turistes (milers)","261.2","",""
"03/2017","Catalunya","Irlanda","Turistes (milers)",:,"(u)",""
"03/2017","Catalunya","Itàlia","Turistes (milers)","96.3","",""
"03/2017","Catalunya","Països Baixos","Turistes (milers)","23.5","",""
"03/2017","Catalunya","Països nòrdics","Turistes (milers)","39.5","",""
"03/2017","Catalunya","Portugal","Turistes (milers)","10.5","",""
"03/2017","Catalunya","Regne Unit","Turistes (milers)","131.5","",""
"03/2017","Catalunya","Rússia","Turistes (milers)","23.4","",""
"03/2017","Catalunya","Suïssa","Turistes (milers)","27.2","",""
"03/2017","Catalunya","Resta d'Europa","Turistes (milers)","164.7","",""
"03/2017","Catalunya","Estats Units","Turistes (milers)","74.6","",""
"03/2017","Catalunya","Resta d'Amèrica","Turistes (milers)","54.7","",""
"03/2017","Catalunya","Resta del món","Turistes (milers)","133.3","",""
"03/2017","Catalunya","Total","Turistes (milers)","1155","",""
"02/2017","Catalunya","Alemanya","Turistes (milers)","95.5","",""
"02/2017","Catalunya","Bèlgica","Turistes (milers)","19.6","",""
"02/2017","Catalunya","França","Turistes (milers)","273.9","",""
"02/2017","Catalunya","Irlanda","Turistes (milers)","5.9","(*)",""
"02/2017","Catalunya","Itàlia","Turistes (milers)","67","",""
"02/2017","Catalunya","Països Baixos","Turistes (milers)","28.3","",""
"02/2017","Catalunya","Països nòrdics","Turistes (milers)","23.6","",""
"02/2017","Catalunya","Portugal","Turistes (milers)","12.9","(*)",""
"02/2017","Catalunya","Regne Unit","Turistes (milers)","115.5","",""
"02/2017","Catalunya","Rússia","Turistes (milers)","23.6","",""
"02/2017","Catalunya","Suïssa","Turistes (milers)","27.3","",""
"02/2017","Catalunya","Resta d'Europa","Turistes (milers)","108.5","",""
"02/2017","Catalunya","Estats Units","Turistes (milers)","35.5","",""
"02/2017","Catalunya","Resta d'Amèrica","Turistes (milers)","60.9","",""
"02/2017","Catalunya","Resta del món","Turistes (milers)","91.4","",""
"02/2017","Catalunya","Total","Turistes (milers)","989.2","",""
"01/2017","Catalunya","Alemanya","Turistes (milers)","69.1","",""
"01/2017","Catalunya","Bèlgica","Turistes (milers)","17.7","",""
"01/2017","Catalunya","França","Turistes (milers)","194","",""
"01/2017","Catalunya","Irlanda","Turistes (milers)","2.8","(*)",""
"01/2017","Catalunya","Itàlia","Turistes (milers)","82.8","",""
"01/2017","Catalunya","Països Baixos","Turistes (milers)","21","",""
"01/2017","Catalunya","Països nòrdics","Turistes (milers)","30.6","",""
"01/2017","Catalunya","Portugal","Turistes (milers)","6.3","(*)",""
"01/2017","Catalunya","Regne Unit","Turistes (milers)","67.4","",""
"01/2017","Catalunya","Rússia","Turistes (milers)","35.7","",""
"01/2017","Catalunya","Suïssa","Turistes (milers)","14.4","",""
"01/2017","Catalunya","Resta d'Europa","Turistes (milers)","99.2","",""
"01/2017","Catalunya","Estats Units","Turistes (milers)","34.5","",""
"01/2017","Catalunya","Resta d'Amèrica","Turistes (milers)","63.4","",""
"01/2017","Catalunya","Resta del món","Turistes (milers)","107.3","",""
"01/2017","Catalunya","Total","Turistes (milers)","846.2","",""
"12/2016","Catalunya","Alemanya","Turistes (milers)","59.9","",""
"12/2016","Catalunya","Bèlgica","Turistes (milers)","14.1","",""
"12/2016","Catalunya","França","Turistes (milers)","281","",""
"12/2016","Catalunya","Irlanda","Turistes (milers)","10.3","(*)",""
"12/2016","Catalunya","Itàlia","Turistes (milers)","87.6","",""
"12/2016","Catalunya","Països Baixos","Turistes (milers)","21","",""
"12/2016","Catalunya","Països nòrdics","Turistes (milers)","36.1","",""
"12/2016","Catalunya","Portugal","Turistes (milers)","6.9","(*)",""
"12/2016","Catalunya","Regne Unit","Turistes (milers)","70.4","",""
"12/2016","Catalunya","Rússia","Turistes (milers)","17.4","",""
"12/2016","Catalunya","Suïssa","Turistes (milers)","22","",""
"12/2016","Catalunya","Resta d'Europa","Turistes (milers)","104.8","",""
"12/2016","Catalunya","Estats Units","Turistes (milers)","48.6","",""
"12/2016","Catalunya","Resta d'Amèrica","Turistes (milers)","49.3","",""
"12/2016","Catalunya","Resta del món","Turistes (milers)","127.1","",""
"12/2016","Catalunya","Total","Turistes (milers)","956.5","",""
"11/2016","Catalunya","Alemanya","Turistes (milers)","92.9","",""
"11/2016","Catalunya","Bèlgica","Turistes (milers)","19.1","",""
"11/2016","Catalunya","França","Turistes (milers)","239.1","",""
"11/2016","Catalunya","Irlanda","Turistes (milers)","17","",""
"11/2016","Catalunya","Itàlia","Turistes (milers)","72.7","",""
"11/2016","Catalunya","Països Baixos","Turistes (milers)","26","",""
"11/2016","Catalunya","Països nòrdics","Turistes (milers)","37.9","",""
"11/2016","Catalunya","Portugal","Turistes (milers)","5.2","(*)",""
"11/2016","Catalunya","Regne Unit","Turistes (milers)","93.5","",""
"11/2016","Catalunya","Rússia","Turistes (milers)","20.1","",""
"11/2016","Catalunya","Suïssa","Turistes (milers)","12.3","",""
"11/2016","Catalunya","Resta d'Europa","Turistes (milers)","154.2","",""
"11/2016","Catalunya","Estats Units","Turistes (milers)","48.2","",""
"11/2016","Catalunya","Resta d'Amèrica","Turistes (milers)","57","",""
"11/2016","Catalunya","Resta del món","Turistes (milers)","114.7","",""
"11/2016","Catalunya","Total","Turistes (milers)","1010","",""
"10/2016","Catalunya","Alemanya","Turistes (milers)","140.2","",""
"10/2016","Catalunya","Bèlgica","Turistes (milers)","23.8","",""
"10/2016","Catalunya","França","Turistes (milers)","397.6","",""
"10/2016","Catalunya","Irlanda","Turistes (milers)","22.8","",""
"10/2016","Catalunya","Itàlia","Turistes (milers)","74.7","",""
"10/2016","Catalunya","Països Baixos","Turistes (milers)","45.6","",""
"10/2016","Catalunya","Països nòrdics","Turistes (milers)","78.2","",""
"10/2016","Catalunya","Portugal","Turistes (milers)","28.6","",""
"10/2016","Catalunya","Regne Unit","Turistes (milers)","182.2","",""
"10/2016","Catalunya","Rússia","Turistes (milers)","36.6","",""
"10/2016","Catalunya","Suïssa","Turistes (milers)","24.1","",""
"10/2016","Catalunya","Resta d'Europa","Turistes (milers)","178","",""
"10/2016","Catalunya","Estats Units","Turistes (milers)","74.5","",""
"10/2016","Catalunya","Resta d'Amèrica","Turistes (milers)","87.1","",""
"10/2016","Catalunya","Resta del món","Turistes (milers)","168.8","",""
"10/2016","Catalunya","Total","Turistes (milers)","1562.9","",""
"09/2016","Catalunya","Alemanya","Turistes (milers)","191.5","",""
"09/2016","Catalunya","Bèlgica","Turistes (milers)","46.9","",""
"09/2016","Catalunya","França","Turistes (milers)","354.9","",""
"09/2016","Catalunya","Irlanda","Turistes (milers)","37.9","",""
"09/2016","Catalunya","Itàlia","Turistes (milers)","89.6","",""
"09/2016","Catalunya","Països Baixos","Turistes (milers)","66.9","",""
"09/2016","Catalunya","Països nòrdics","Turistes (milers)","95.3","",""
"09/2016","Catalunya","Portugal","Turistes (milers)","19.4","(*)",""
"09/2016","Catalunya","Regne Unit","Turistes (milers)","249","",""
"09/2016","Catalunya","Rússia","Turistes (milers)","73.3","",""
"09/2016","Catalunya","Suïssa","Turistes (milers)","46.1","",""
"09/2016","Catalunya","Resta d'Europa","Turistes (milers)","196.2","",""
"09/2016","Catalunya","Estats Units","Turistes (milers)","106.6","",""
"09/2016","Catalunya","Resta d'Amèrica","Turistes (milers)","92.7","",""
"09/2016","Catalunya","Resta del món","Turistes (milers)","210.5","",""
"09/2016","Catalunya","Total","Turistes (milers)","1876.9","",""
"08/2016","Catalunya","Alemanya","Turistes (milers)","194.9","",""
"08/2016","Catalunya","Bèlgica","Turistes (milers)","65","",""
"08/2016","Catalunya","França","Turistes (milers)","788.8","",""
"08/2016","Catalunya","Irlanda","Turistes (milers)","55.6","",""
"08/2016","Catalunya","Itàlia","Turistes (milers)","194.1","",""
"08/2016","Catalunya","Països Baixos","Turistes (milers)","152.8","",""
"08/2016","Catalunya","Països nòrdics","Turistes (milers)","59.5","",""
"08/2016","Catalunya","Portugal","Turistes (milers)","22.6","",""
"08/2016","Catalunya","Regne Unit","Turistes (milers)","290.1","",""
"08/2016","Catalunya","Rússia","Turistes (milers)","93.5","",""
"08/2016","Catalunya","Suïssa","Turistes (milers)","17.5","",""
"08/2016","Catalunya","Resta d'Europa","Turistes (milers)","208.6","",""
"08/2016","Catalunya","Estats Units","Turistes (milers)","85.6","",""
"08/2016","Catalunya","Resta d'Amèrica","Turistes (milers)","79.9","",""
"08/2016","Catalunya","Resta del món","Turistes (milers)","192.6","",""
"08/2016","Catalunya","Total","Turistes (milers)","2501.2","",""
"07/2016","Catalunya","Alemanya","Turistes (milers)","174.4","",""
"07/2016","Catalunya","Bèlgica","Turistes (milers)","109.3","",""
"07/2016","Catalunya","França","Turistes (milers)","557.4","",""
"07/2016","Catalunya","Irlanda","Turistes (milers)","73.7","",""
"07/2016","Catalunya","Itàlia","Turistes (milers)","129.6","",""
"07/2016","Catalunya","Països Baixos","Turistes (milers)","131.2","",""
"07/2016","Catalunya","Països nòrdics","Turistes (milers)","109.1","",""
"07/2016","Catalunya","Portugal","Turistes (milers)","10.9","(*)",""
"07/2016","Catalunya","Regne Unit","Turistes (milers)","255.4","",""
"07/2016","Catalunya","Rússia","Turistes (milers)","84.9","",""
"07/2016","Catalunya","Suïssa","Turistes (milers)","23.5","",""
"07/2016","Catalunya","Resta d'Europa","Turistes (milers)","239.8","",""
"07/2016","Catalunya","Estats Units","Turistes (milers)","131.7","",""
"07/2016","Catalunya","Resta d'Amèrica","Turistes (milers)","113.8","",""
"07/2016","Catalunya","Resta del món","Turistes (milers)","250","",""
"07/2016","Catalunya","Total","Turistes (milers)","2394.8","",""
"06/2016","Catalunya","Alemanya","Turistes (milers)","160.2","",""
"06/2016","Catalunya","Bèlgica","Turistes (milers)","31.9","",""
"06/2016","Catalunya","França","Turistes (milers)","364.7","",""
